image_path,purity,weight,fraud,type
RingFIR_69.jpg,2,6.55,0,0
RingFIR_70.jpg,2,7.81,0,0
RingFIR_71.jpg,2,7.78,0,0
RingFIR_72.jpg,0,4.01,0,0
RingFIR_73.jpg,1,6.85,0,0
RingFIR_74.jpg,0,8.41,0,0
RingFIR_75.jpg,0,6.75,0,0
RingFIR_76.jpg,2,6.3,0,0
RingFIR_77.jpg,1,2.55,0,0
RingFIR_78.jpg,2,6.24,0,0
RingFIR_79.jpg,1,4.68,0,0
RingFIR_80.jpg,1,4.29,0,0
RingFIR_81.jpg,2,6.11,0,0
RingFIR_82.jpg,2,7.73,0,0
RingFIR_83.jpg,1,10.08,0,0
RingFIR_84.jpg,0,2.12,0,0
RingFIR_85.jpg,1,7.38,0,0
RingFIR_86.jpg,2,6.24,0,0
RingFIR_87.jpg,0,7.43,0,0
RingFIR_88.jpg,1,5.45,0,0
RingFIR_89.jpg,0,6.69,0,0
RingFIR_90.jpg,1,5.35,0,0
RingFIR_91.jpg,2,2.57,0,0
RingFIR_92.jpg,2,6.47,0,0
RingFIR_93.jpg,1,3.09,0,0
RingFIR_94.jpg,1,6.54,0,0
RingFIR_95.jpg,2,7.54,0,0
RingFIR_96.jpg,2,3.26,0,0
RingFIR_97.jpg,2,5.29,0,0
RingFIR_98.jpg,1,6.76,0,0
RingFIR_99.jpg,2,4.52,0,0
RingFIR_100.jpg,2,10.47,0,0
RingFIR_101.jpg,2,5.19,0,0
RingFIR_102.jpg,1,3.07,0,0
RingFIR_103.jpg,0,6.95,0,0
RingFIR_104.jpg,2,4.75,0,0
RingFIR_105.jpg,3,6.48,0,0
RingFIR_106.jpg,3,4.1,0,0
RingFIR_107.jpg,2,6.55,0,0
RingFIR_108.jpg,2,3.15,0,0
RingFIR_109.jpg,2,3.97,0,0
RingFIR_110.jpg,3,6.26,0,0
RingFIR_111.jpg,0,8.53,0,0
RingFIR_112.jpg,2,7.11,0,0
RingFIR_113.jpg,2,5.1,0,0
RingFIR_114.jpg,2,3.08,0,0
RingFIR_115.jpg,1,7.76,0,0
RingFIR_116.jpg,2,5.61,0,0
RingFIR_117.jpg,3,5.51,0,0
RingFIR_118.jpg,2,7.87,0,0
RingFIR_119.jpg,2,5.01,0,0
RingFIR_120.jpg,2,5.46,0,0
RingFIR_121.jpg,1,5.35,0,0
RingFIR_122.jpg,2,5.33,0,0
RingFIR_123.jpg,0,3.29,0,0
RingFIR_124.jpg,2,1.5,0,0
RingFIR_125.jpg,2,5.71,0,0
RingFIR_126.jpg,0,3.21,0,0
RingFIR_127.jpg,2,4.33,0,0
RingFIR_128.jpg,2,6.1,0,0
RingFIR_129.jpg,0,2.46,0,0
RingFIR_130.jpg,0,9.78,0,0
RingFIR_131.jpg,2,8.69,0,0
RingFIR_132.jpg,2,5.03,0,0
RingFIR_133.jpg,1,5.88,0,0
RingFIR_134.jpg,2,4.11,0,0
RingFIR_135.jpg,0,1.66,0,0
RingFIR_136.jpg,0,3.46,0,0
RingFIR_137.jpg,1,8.32,0,0
RingFIR_138.jpg,1,5.64,0,0
RingFIR_139.jpg,2,1.78,0,0
RingFIR_140.jpg,2,5.75,0,0
RingFIR_141.jpg,2,8.3,0,0
RingFIR_142.jpg,2,3.54,0,0
RingFIR_143.jpg,2,2.44,0,0
RingFIR_144.jpg,0,4.53,0,0
RingFIR_145.jpg,0,8.74,0,0
RingFIR_146.jpg,2,2.41,0,0
RingFIR_147.jpg,2,4.79,0,0
RingFIR_148.jpg,2,8.09,0,0
RingFIR_149.jpg,0,7.65,0,0
RingFIR_150.jpg,2,5.12,0,0
RingFIR_151.jpg,2,9.7,0,0
RingFIR_152.jpg,2,4.6,0,0
RingFIR_153.jpg,2,5.12,0,0
RingFIR_154.jpg,3,1.5,0,0
RingFIR_155.jpg,2,7.56,0,0
RingFIR_156.jpg,2,6.37,0,0
RingFIR_157.jpg,2,5.14,0,0
RingFIR_158.jpg,3,4.03,0,0
RingFIR_159.jpg,1,5.42,0,0
RingFIR_160.jpg,2,3.76,0,0
RingFIR_161.jpg,2,4.29,0,0
RingFIR_162.jpg,2,5.72,0,0
RingFIR_163.jpg,2,6.16,0,0
RingFIR_164.jpg,1,6.1,0,0
RingFIR_165.jpg,2,3.58,0,0
RingFIR_166.jpg,3,1.5,0,0
RingFIR_167.jpg,2,2.56,0,0
RingFIR_168.jpg,1,8.11,0,0
RingFIR_169.jpg,2,4.12,0,0
RingFIR_170.jpg,1,5.02,0,0
RingFIR_171.jpg,2,6.86,0,0
RingFIR_172.jpg,1,4.52,0,0
RingFIR_173.jpg,0,6.71,0,0
RingFIR_174.jpg,3,4.46,0,0
RingFIR_175.jpg,3,3.77,0,0
RingFIR_176.jpg,3,8.82,0,0
RingFIR_177.jpg,2,7.13,0,0
RingFIR_178.jpg,1,7.41,0,0
RingFIR_179.jpg,2,2.61,0,0
RingFIR_180.jpg,2,3.6,0,0
RingFIR_181.jpg,2,4.98,0,0
RingFIR_182.jpg,2,4.38,0,0
RingFIR_183.jpg,1,6.61,0,0
RingFIR_184.jpg,1,6.23,0,0
RingFIR_185.jpg,1,7.72,0,0
RingFIR_186.jpg,0,4.13,0,0
RingFIR_187.jpg,2,5.41,0,0
RingFIR_188.jpg,2,7.31,0,0
RingFIR_189.jpg,3,4.05,0,0
RingFIR_190.jpg,3,3.67,0,0
RingFIR_191.jpg,0,7.72,0,0
RingFIR_192.jpg,2,1.5,0,0
RingFIR_193.jpg,3,8.14,0,0
RingFIR_194.jpg,1,4.4,0,0
RingFIR_195.jpg,2,4.99,0,0
RingFIR_196.jpg,0,7.54,0,0
RingFIR_197.jpg,2,6.54,0,0
RingFIR_198.jpg,3,2.11,0,0
RingFIR_199.jpg,2,3.31,0,0
RingFIR_200.jpg,1,5.14,0,0
RingFIR_201.jpg,3,6.97,0,0
RingFIR_202.jpg,0,5.95,0,0
RingFIR_203.jpg,2,5.11,0,0
RingFIR_204.jpg,2,4.14,0,0
RingFIR_205.jpg,2,8.72,0,0
RingFIR_206.jpg,2,4.78,0,0
RingFIR_207.jpg,2,6.95,0,0
RingFIR_208.jpg,1,4.68,0,0
RingFIR_209.jpg,2,2.29,0,0
RingFIR_210.jpg,2,1.5,0,0
RingFIR_211.jpg,2,5.72,0,0
RingFIR_212.jpg,2,6.48,0,0
RingFIR_213.jpg,2,7.95,0,0
RingFIR_214.jpg,3,4.85,0,0
RingFIR_215.jpg,2,4.44,0,0
RingFIR_216.jpg,3,5.59,0,0
RingFIR_217.jpg,2,2.81,0,0
RingFIR_218.jpg,3,5.55,0,0
RingFIR_219.jpg,2,5.56,0,0
RingFIR_220.jpg,2,4.78,0,0
RingFIR_221.jpg,2,4.89,0,0
RingFIR_222.jpg,2,8.03,0,0
RingFIR_223.jpg,3,5.62,0,0
RingFIR_224.jpg,2,4.37,0,0
RingFIR_225.jpg,1,1.8,0,0
RingFIR_226.jpg,3,2.26,0,0
RingFIR_227.jpg,2,6.07,0,0
RingFIR_228.jpg,2,3.34,0,0
RingFIR_229.jpg,2,4.39,0,0
RingFIR_230.jpg,2,5.23,0,0
RingFIR_231.jpg,2,8.1,0,0
RingFIR_232.jpg,2,7.05,0,0
RingFIR_233.jpg,2,5.33,0,0
RingFIR_234.jpg,1,7.98,0,0
RingFIR_235.jpg,1,6.76,0,0
RingFIR_236.jpg,1,1.54,0,0
RingFIR_237.jpg,2,7.89,0,0
RingFIR_238.jpg,3,5.4,0,0
RingFIR_239.jpg,2,1.5,0,0
RingFIR_240.jpg,2,6.96,0,0
RingFIR_241.jpg,3,5.66,0,0
RingFIR_242.jpg,1,4.97,0,0
RingFIR_243.jpg,1,6.59,0,0
RingFIR_244.jpg,2,4.99,0,0
RingFIR_245.jpg,1,5.81,0,0
RingFIR_246.jpg,2,4.75,0,0
RingFIR_247.jpg,1,4.85,0,0
RingFIR_248.jpg,1,2.8,0,0
RingFIR_249.jpg,1,5.98,0,0
RingFIR_250.jpg,2,9.11,0,0
RingFIR_251.jpg,1,4.36,0,0
RingFIR_252.jpg,1,3.37,0,0
RingFIR_253.jpg,0,3.88,0,0
RingFIR_254.jpg,1,2.13,0,0
RingFIR_255.jpg,2,4.62,0,0
RingFIR_256.jpg,2,4.8,0,0
RingFIR_257.jpg,2,5.08,0,0
RingFIR_258.jpg,2,6.7,0,0
RingFIR_259.jpg,2,3.76,0,0
RingFIR_260.jpg,1,3.91,0,0
RingFIR_261.jpg,2,2.54,0,0
RingFIR_262.jpg,2,3.75,0,0
RingFIR_263.jpg,2,1.5,0,0
RingFIR_264.jpg,0,6.7,0,0
RingFIR_265.jpg,2,3.02,0,0
RingFIR_266.jpg,2,3.06,0,0
RingFIR_267.jpg,2,5.16,0,0
RingFIR_268.jpg,2,3.38,0,0
RingFIR_269.jpg,2,3.19,0,0
RingFIR_270.jpg,0,2.88,0,0
RingFIR_271.jpg,1,3.69,0,0
RingFIR_272.jpg,1,5.44,0,0
RingFIR_273.jpg,2,6.82,0,0
RingFIR_274.jpg,2,3.25,0,0
RingFIR_275.jpg,2,4.99,0,0
RingFIR_276.jpg,2,4.12,0,0
RingFIR_277.jpg,1,8.16,0,0
RingFIR_278.jpg,1,7.79,0,0
RingFIR_279.jpg,2,2.38,0,0
RingFIR_280.jpg,2,5.06,0,0
RingFIR_281.jpg,1,5.25,0,0
RingFIR_282.jpg,1,4.08,0,0
RingFIR_283.jpg,1,3.75,0,0
RingFIR_284.jpg,1,3.34,0,0
RingFIR_285.jpg,2,3.91,0,0
RingFIR_286.jpg,0,1.5,0,0
RingFIR_287.jpg,3,6.37,0,0
RingFIR_288.jpg,1,5.78,0,0
RingFIR_289.jpg,2,4.83,0,0
RingFIR_290.jpg,2,3.55,0,0
RingFIR_291.jpg,2,3.93,0,0
RingFIR_292.jpg,3,9.09,0,0
RingFIR_293.jpg,1,8.24,0,0
RingFIR_294.jpg,2,3.87,0,0
RingFIR_295.jpg,2,3.0,0,0
RingFIR_296.jpg,2,4.08,0,0
RingFIR_297.jpg,2,4.39,0,0
RingFIR_298.jpg,1,2.72,0,0
RingFIR_299.jpg,2,5.54,0,0
RingFIR_300.jpg,2,4.7,0,0
RingFIR_301.jpg,1,4.19,0,0
RingFIR_302.jpg,0,3.8,0,0
RingFIR_303.jpg,2,6.52,0,0
RingFIR_304.jpg,2,3.55,0,0
RingFIR_305.jpg,2,9.87,0,0
RingFIR_306.jpg,1,5.34,0,0
RingFIR_307.jpg,1,5.18,0,0
RingFIR_308.jpg,0,5.98,0,0
RingFIR_309.jpg,2,8.16,0,0
RingFIR_310.jpg,1,3.81,0,0
RingFIR_311.jpg,1,6.18,0,0
RingFIR_312.jpg,1,6.09,0,0
RingFIR_313.jpg,2,7.07,0,0
RingFIR_314.jpg,2,4.46,0,0
RingFIR_315.jpg,2,6.9,0,0
RingFIR_316.jpg,2,3.65,0,0
RingFIR_317.jpg,1,1.5,0,0
RingFIR_318.jpg,2,1.84,0,0
RingFIR_319.jpg,2,5.03,0,0
RingFIR_320.jpg,2,6.78,0,0
RingFIR_321.jpg,2,5.19,0,0
RingFIR_322.jpg,1,5.33,0,0
RingFIR_323.jpg,1,6.14,0,0
RingFIR_324.jpg,1,6.02,0,0
RingFIR_325.jpg,2,7.49,0,0
RingFIR_326.jpg,2,4.03,0,0
RingFIR_327.jpg,1,5.81,0,0
RingFIR_328.jpg,1,8.02,0,0
RingFIR_329.jpg,2,5.8,0,0
RingFIR_330.jpg,1,7.57,0,0
RingFIR_331.jpg,1,4.11,0,0
RingFIR_332.jpg,1,6.93,0,0
RingFIR_333.jpg,2,6.95,0,0
RingFIR_334.jpg,2,1.74,0,0
RingFIR_335.jpg,1,5.56,0,0
RingFIR_336.jpg,1,5.34,0,0
RingFIR_337.jpg,2,6.67,0,0
RingFIR_338.jpg,2,5.36,0,0
RingFIR_339.jpg,2,10.29,0,0
RingFIR_340.jpg,0,8.56,0,0
RingFIR_341.jpg,3,6.18,0,0
RingFIR_342.jpg,2,5.5,0,0
RingFIR_343.jpg,2,2.72,0,0
RingFIR_344.jpg,2,5.37,0,0
RingFIR_345.jpg,3,5.2,0,0
RingFIR_346.jpg,2,10.08,0,0
RingFIR_347.jpg,2,6.05,0,0
RingFIR_348.jpg,0,7.14,0,0
RingFIR_349.jpg,0,3.83,0,0
RingFIR_350.jpg,1,6.7,0,0
RingFIR_351.jpg,3,1.5,0,0
RingFIR_352.jpg,1,7.54,0,0
RingFIR_353.jpg,2,3.36,0,0
RingFIR_354.jpg,1,2.75,0,0
RingFIR_355.jpg,1,4.7,0,0
RingFIR_356.jpg,2,6.61,0,0
RingFIR_357.jpg,2,4.69,0,0
RingFIR_358.jpg,2,2.97,0,0
RingFIR_359.jpg,3,6.03,0,0
RingFIR_360.jpg,1,3.4,0,0
RingFIR_361.jpg,3,4.67,0,0
RingFIR_362.jpg,2,3.64,0,0
RingFIR_363.jpg,2,5.3,0,0
RingFIR_364.jpg,1,4.77,0,0
RingFIR_365.jpg,1,5.31,0,0
RingFIR_366.jpg,0,10.14,0,0
RingFIR_367.jpg,0,2.79,0,0
RingFIR_368.jpg,2,7.78,0,0
RingFIR_369.jpg,2,1.5,0,0
RingFIR_370.jpg,2,2.64,0,0
RingFIR_371.jpg,1,5.41,0,0
RingFIR_372.jpg,2,4.7,0,0
RingFIR_373.jpg,1,6.06,0,0
RingFIR_374.jpg,2,4.28,0,0
RingFIR_375.jpg,1,4.86,0,0
RingFIR_376.jpg,2,4.82,0,0
RingFIR_377.jpg,1,5.06,0,0
RingFIR_378.jpg,1,5.2,0,0
RingFIR_379.jpg,1,4.74,0,0
RingFIR_380.jpg,2,4.3,0,0
RingFIR_381.jpg,1,4.54,0,0
RingFIR_382.jpg,2,5.47,0,0
RingFIR_383.jpg,2,5.51,0,0
RingFIR_384.jpg,2,3.69,0,0
RingFIR_385.jpg,2,3.13,0,0
RingFIR_386.jpg,0,1.66,0,0
RingFIR_387.jpg,2,8.53,0,0
RingFIR_388.jpg,2,2.52,0,0
RingFIR_389.jpg,2,3.37,0,0
RingFIR_390.jpg,2,6.51,0,0
RingFIR_391.jpg,2,2.17,0,0
RingFIR_392.jpg,2,1.5,0,0
RingFIR_393.jpg,3,3.91,0,0
RingFIR_394.jpg,2,6.94,0,0
RingFIR_395.jpg,2,4.94,0,0
RingFIR_396.jpg,2,9.31,0,0
RingFIR_397.jpg,1,6.34,0,0
RingFIR_398.jpg,1,2.42,0,0
RingFIR_399.jpg,1,5.2,0,0
RingFIR_400.jpg,0,1.74,0,0
RingFIR_401.jpg,2,6.1,0,0
RingFIR_402.jpg,2,4.06,0,0
RingFIR_403.jpg,0,6.05,0,0
RingFIR_404.jpg,1,8.24,0,0
RingFIR_405.jpg,2,8.14,0,0
RingFIR_406.jpg,1,4.68,0,0
RingFIR_407.jpg,2,6.61,0,0
RingFIR_408.jpg,2,4.3,0,0
RingFIR_409.jpg,2,5.4,0,0
RingFIR_410.jpg,1,1.95,0,0
RingFIR_411.jpg,2,3.4,0,0
RingFIR_412.jpg,2,6.15,0,0
RingFIR_413.jpg,2,1.5,0,0
RingFIR_414.jpg,2,5.19,0,0
RingFIR_415.jpg,1,5.36,0,0
RingFIR_416.jpg,0,6.22,0,0
RingFIR_417.jpg,0,1.96,0,0
RingFIR_418.jpg,2,1.62,0,0
RingFIR_419.jpg,2,6.97,0,0
RingFIR_420.jpg,1,5.36,0,0
RingFIR_421.jpg,2,4.33,0,0
RingFIR_422.jpg,2,1.88,0,0
RingFIR_423.jpg,2,4.2,0,0
RingFIR_424.jpg,2,2.82,0,0
RingFIR_425.jpg,2,6.86,0,0
RingFIR_426.jpg,2,2.36,0,0
RingFIR_427.jpg,2,4.55,0,0
RingFIR_428.jpg,2,6.63,0,0
RingFIR_429.jpg,2,6.24,0,0
RingFIR_430.jpg,2,4.09,0,0
RingFIR_431.jpg,2,6.27,0,0
RingFIR_432.jpg,1,6.64,0,0
RingFIR_433.jpg,0,5.27,0,0
RingFIR_434.jpg,2,5.89,0,0
RingFIR_435.jpg,3,4.57,0,0
RingFIR_436.jpg,3,7.26,0,0
RingFIR_437.jpg,2,4.84,0,0
RingFIR_438.jpg,1,2.19,0,0
RingFIR_439.jpg,1,6.0,0,0
RingFIR_440.jpg,0,2.92,0,0
RingFIR_441.jpg,2,7.56,0,0
RingFIR_442.jpg,0,5.83,0,0
RingFIR_443.jpg,2,1.5,0,0
RingFIR_444.jpg,1,6.74,0,0
RingFIR_445.jpg,2,5.57,0,0
RingFIR_446.jpg,1,6.43,0,0
RingFIR_447.jpg,2,5.09,0,0
RingFIR_448.jpg,3,7.45,0,0
RingFIR_449.jpg,2,3.63,0,0
RingFIR_450.jpg,2,6.84,0,0
RingFIR_451.jpg,3,5.63,0,0
RingFIR_452.jpg,2,1.64,0,0
RingFIR_453.jpg,2,1.5,0,0
RingFIR_454.jpg,1,4.4,0,0
RingFIR_455.jpg,1,3.39,0,0
RingFIR_456.jpg,1,1.5,0,0
RingFIR_457.jpg,2,2.59,0,0
RingFIR_458.jpg,1,4.67,0,0
RingFIR_459.jpg,2,3.35,0,0
RingFIR_460.jpg,3,9.62,0,0
RingFIR_461.jpg,1,3.67,0,0
RingFIR_462.jpg,3,7.33,0,0
RingFIR_463.jpg,2,8.24,0,0
RingFIR_464.jpg,1,3.96,0,0
RingFIR_465.jpg,1,3.8,0,0
RingFIR_466.jpg,2,4.01,0,0
RingFIR_467.jpg,3,4.66,0,0
RingFIR_468.jpg,2,4.25,0,0
RingFIR_469.jpg,2,2.65,0,0
RingFIR_470.jpg,2,5.69,0,0
RingFIR_471.jpg,1,4.25,0,0
RingFIR_472.jpg,1,9.71,0,0
RingFIR_473.jpg,2,6.88,0,0
RingFIR_474.jpg,0,4.27,0,0
RingFIR_475.jpg,1,6.17,0,0
RingFIR_476.jpg,2,6.09,0,0
RingFIR_477.jpg,2,7.17,0,0
RingFIR_478.jpg,0,1.5,0,0
RingFIR_479.jpg,1,2.49,0,0
RingFIR_480.jpg,2,3.32,0,0
RingFIR_481.jpg,1,4.98,0,0
RingFIR_482.jpg,2,1.5,0,0
RingFIR_483.jpg,2,3.26,0,0
RingFIR_484.jpg,2,7.65,0,0
RingFIR_485.jpg,2,2.74,0,0
RingFIR_486.jpg,1,5.48,0,0
RingFIR_487.jpg,2,5.61,0,0
RingFIR_488.jpg,2,5.81,0,0
RingFIR_489.jpg,2,6.43,0,0
RingFIR_490.jpg,2,7.02,0,0
RingFIR_491.jpg,2,8.06,0,0
RingFIR_492.jpg,1,4.26,0,0
RingFIR_493.jpg,2,3.33,0,0
RingFIR_494.jpg,1,5.84,0,0
RingFIR_495.jpg,2,5.8,0,0
RingFIR_496.jpg,0,6.64,0,0
RingFIR_497.jpg,3,2.02,0,0
RingFIR_498.jpg,2,6.51,0,0
RingFIR_499.jpg,2,2.3,0,0
RingFIR_500.jpg,2,5.53,0,0
RingFIR_501.jpg,2,4.2,0,0
RingFIR_502.jpg,3,7.42,0,0
RingFIR_503.jpg,3,2.12,0,0
RingFIR_504.jpg,1,5.35,0,0
RingFIR_505.jpg,0,5.82,0,0
RingFIR_506.jpg,1,4.27,0,0
RingFIR_507.jpg,2,5.35,0,0
RingFIR_508.jpg,1,4.04,0,0
RingFIR_509.jpg,2,5.26,0,0
RingFIR_510.jpg,3,5.73,0,0
RingFIR_511.jpg,0,3.95,0,0
RingFIR_512.jpg,0,4.74,0,0
RingFIR_513.jpg,2,1.5,0,0
RingFIR_514.jpg,2,1.6,0,0
RingFIR_515.jpg,3,4.19,0,0
RingFIR_516.jpg,2,2.54,0,0
RingFIR_517.jpg,2,4.64,0,0
RingFIR_518.jpg,2,7.24,0,0
RingFIR_519.jpg,1,7.62,0,0
RingFIR_520.jpg,3,4.56,0,0
RingFIR_521.jpg,3,2.71,0,0
RingFIR_522.jpg,2,2.55,0,0
RingFIR_523.jpg,1,8.32,0,0
RingFIR_524.jpg,3,6.8,0,0
RingFIR_525.jpg,1,4.59,0,0
RingFIR_526.jpg,1,5.15,0,0
RingFIR_527.jpg,2,4.54,0,0
RingFIR_528.jpg,2,6.01,0,0
RingFIR_529.jpg,1,4.94,0,0
RingFIR_530.jpg,2,6.42,0,0
RingFIR_531.jpg,2,6.45,0,0
RingFIR_532.jpg,2,3.11,0,0
RingFIR_533.jpg,0,5.65,0,0
RingFIR_534.jpg,3,7.5,0,0
RingFIR_535.jpg,2,5.98,0,0
RingFIR_536.jpg,1,5.75,0,0
RingFIR_537.jpg,2,3.49,0,0
RingFIR_538.jpg,1,3.52,0,0
RingFIR_539.jpg,2,4.97,0,0
RingFIR_540.jpg,1,3.73,0,0
RingFIR_541.jpg,2,6.99,0,0
RingFIR_542.jpg,0,4.65,0,0
RingFIR_543.jpg,2,3.62,0,0
RingFIR_544.jpg,2,7.05,0,0
RingFIR_545.jpg,2,2.81,0,0
RingFIR_546.jpg,2,4.95,0,0
RingFIR_547.jpg,1,3.86,0,0
RingFIR_548.jpg,1,9.8,0,0
RingFIR_549.jpg,2,4.95,0,0
RingFIR_550.jpg,2,3.25,0,0
RingFIR_551.jpg,2,5.08,0,0
RingFIR_552.jpg,0,4.64,0,0
RingFIR_553.jpg,1,3.54,0,0
RingFIR_554.jpg,2,6.98,0,0
RingFIR_555.jpg,1,6.25,0,0
RingFIR_556.jpg,1,5.55,0,0
RingFIR_557.jpg,2,3.4,0,0
RingFIR_558.jpg,0,8.62,0,0
RingFIR_559.jpg,2,5.72,0,0
RingFIR_560.jpg,2,3.84,0,0
RingFIR_561.jpg,2,7.18,0,0
RingFIR_562.jpg,0,5.23,0,0
RingFIR_563.jpg,2,6.9,0,0
RingFIR_564.jpg,2,5.8,0,0
RingFIR_565.jpg,2,9.37,0,0
RingFIR_566.jpg,0,2.94,0,0
RingFIR_567.jpg,2,3.94,0,0
RingFIR_568.jpg,2,10.93,0,0
RingFIR_569.jpg,2,4.81,0,0
RingFIR_570.jpg,1,2.74,0,0
RingFIR_571.jpg,2,6.13,0,0
RingFIR_572.jpg,0,7.18,0,0
RingFIR_573.jpg,2,4.78,0,0
RingFIR_574.jpg,2,1.5,0,0
RingFIR_575.jpg,2,3.2,0,0
RingFIR_576.jpg,3,1.88,0,0
RingFIR_577.jpg,2,9.0,0,0
RingFIR_578.jpg,2,1.73,0,0
RingFIR_579.jpg,2,3.85,0,0
RingFIR_580.jpg,3,6.07,0,0
RingFIR_581.jpg,2,2.49,0,0
RingFIR_582.jpg,2,5.8,0,0
RingFIR_583.jpg,3,3.63,0,0
RingFIR_584.jpg,1,5.65,0,0
RingFIR_585.jpg,2,4.42,0,0
RingFIR_586.jpg,1,4.69,0,0
RingFIR_587.jpg,2,7.12,0,0
RingFIR_588.jpg,2,2.69,0,0
RingFIR_589.jpg,2,5.64,0,0
RingFIR_590.jpg,3,6.61,0,0
RingFIR_591.jpg,1,2.51,0,0
RingFIR_592.jpg,2,1.89,0,0
RingFIR_593.jpg,0,4.46,0,0
RingFIR_594.jpg,1,1.5,0,0
RingFIR_595.jpg,2,5.51,0,0
RingFIR_596.jpg,2,6.3,0,0
RingFIR_597.jpg,2,2.22,0,0
RingFIR_598.jpg,1,6.69,0,0
RingFIR_599.jpg,2,7.45,0,0
RingFIR_600.jpg,2,5.73,0,0
RingFIR_601.jpg,2,7.6,0,0
RingFIR_602.jpg,1,4.35,0,0
RingFIR_603.jpg,0,3.9,0,0
RingFIR_604.jpg,2,4.74,0,0
RingFIR_605.jpg,3,2.93,0,0
RingFIR_606.jpg,1,3.82,0,0
RingFIR_607.jpg,1,5.02,0,0
RingFIR_608.jpg,3,5.28,0,0
RingFIR_609.jpg,2,5.91,0,0
RingFIR_610.jpg,2,1.5,0,0
RingFIR_611.jpg,2,10.88,0,0
RingFIR_612.jpg,1,3.12,0,0
RingFIR_613.jpg,2,6.29,0,0
RingFIR_614.jpg,3,5.55,0,0
RingFIR_615.jpg,2,3.7,0,0
RingFIR_616.jpg,2,6.09,0,0
RingFIR_617.jpg,2,3.17,0,0
RingFIR_618.jpg,3,4.94,0,0
RingFIR_619.jpg,2,9.01,0,0
RingFIR_620.jpg,2,4.1,0,0
RingFIR_621.jpg,3,5.13,0,0
RingFIR_622.jpg,2,2.85,0,0
RingFIR_623.jpg,2,6.34,0,0
RingFIR_624.jpg,2,3.46,0,0
RingFIR_625.jpg,2,5.59,0,0
RingFIR_626.jpg,3,7.01,0,0
RingFIR_627.jpg,2,4.5,0,0
RingFIR_628.jpg,2,6.13,0,0
RingFIR_629.jpg,2,5.71,0,0
RingFIR_630.jpg,1,7.09,0,0
RingFIR_631.jpg,2,6.14,0,0
RingFIR_632.jpg,2,7.58,0,0
RingFIR_633.jpg,1,4.48,0,0
